Type, YearCreated, YearReported,  Market, FromPool, To_Gas/Pool, AmountEmitted, AmountRetained
5, 1, 10, 301, 205, 205, 0, 1.098439352042689
5, 1, 11, 301, 205, 1000, 0.008083974723305331, 0
5, 1, 11, 301, 205, 1005, 0.002020993680826333, 0
5, 1, 11, 301, 205, 205, 0, 1.0883343836385573
5, 1, 12, 301, 205, 1000, 0.008009607113471517, 0
5, 1, 12, 301, 205, 1005, 0.0020024017783678793, 0
5, 1, 12, 301, 205, 205, 0, 1.0783223747467179
5, 1, 13, 301, 205, 1000, 0.007935923640041054, 0
5, 1, 13, 301, 205, 1005, 0.0019839809100102635, 0
5, 1, 13, 301, 205, 205, 0, 1.0684024701966666
5, 1, 14, 301, 205, 1000, 0.007862918009378817, 0
5, 1, 14, 301, 205, 1005, 0.0019657295023447043, 0
5, 1, 14, 301, 205, 205, 0, 1.058573822684943
5, 1, 15, 301, 205, 1000, 0.007790583985746658, 0
5, 1, 15, 301, 205, 1005, 0.0019476459964366645, 0
5, 1, 15, 301, 205, 205, 0, 1.0488355927027597
5, 1, 16, 301, 205, 1000, 0.007718915390772097, 0
5, 1, 16, 301, 205, 1005, 0.0019297288476930242, 0
5, 1, 16, 301, 205, 205, 0, 1.0391869484642946
5, 1, 17, 301, 205, 1000, 0.007647906102919322, 0
5, 1, 17, 301, 205, 1005, 0.0019119765257298305, 0
5, 1, 17, 301, 205, 205, 0, 1.0296270658356454
5, 1, 18, 301, 205, 1000, 0.007577550056967475, 0
5, 1, 18, 301, 205, 1005, 0.0018943875142418687, 0
5, 1, 18, 301, 205, 205, 0, 1.020155128264436
5, 1, 19, 301, 205, 1000, 0.00750784124349142, 0
5, 1, 19, 301, 205, 1005, 0.001876960310872855, 0
5, 1, 19, 301, 205, 205, 0, 1.0107703267100718
5, 1, 1, 301, 206, 1000, 0.10888558396417647, 0
5, 1, 1, 301, 206, 206, 0, 5.915093016035826
5, 1, 2, 301, 206, 1000, 0.10691743779658935, 0
5, 1, 2, 301, 206, 206, 0, 5.808175578239236
5, 1, 3, 301, 206, 1000, 0.10498486658021111, 0
5, 1, 3, 301, 206, 206, 0, 5.703190711659025
5, 1, 4, 301, 206, 1000, 0.10308722728498054, 0
